id,text,true_label,detector,score
11,"There are three things to consider when thinking about dissolution . The solvent ’s ( water ’s ) interaction with itself ( among nearby water molecules ) , the solute ’s ( salt or sugar ’s ) interaction with itself , and the interaction between the solvent and the solute . In order to dissolve , this last interaction must be strong enough to overcome the first two . If this is the case , then the salt / sugar ions / molecules can break out of the rigid structure they assume in the solid state , and water molecules can move to surround them , forming stabilizing interactions . So what ’s basically happening is the solute molecules are becoming surrounded by water molecules in such a way that they can move around freely like a liquid rather than being “ locked ” in the solid state , which is much more rigid . And solutes wo n’t evaporate with water unless they have a high vapor pressure or low boiling point . You can leave some salt or sugar water out in the sun for a while and you ’ll end up with a container of salt or sugar crystals .",human,0.0
12,"It is a safe bet to assume that Germany is also spying on us . Or really any country . Countries keep tabs on each other . I actually kind of wonder if other countries call us out on it to bolster their own populations approval rating . Or if they are saying no fair you 're spending more on spying than anyone else .",human,0.0
13,"Imagine you have a cardboard box of 1 cubic metre . You put it on a scale and it weighs 1 kg . You then invite a journalist to report about your cardboard box , which is awesome . You tell the journaliast that it weighs 1 kg and measures 1 meter in every direction . The journalist then writes an article titled " Cardboard box discovered that is lighter than air " , because the cardboard box only weighs 1 kg , and a cubic metre of air weighs 1,3 kg . The headline ignores the fact that the cardboard box is itself filled with air , that also weighs something . However , air normally does not show up on a scale so the air in the cardboard box is ignored . The headline thus comes from comparing apples to oranges : a weight on a scale while ignoring any air is compared to the weight of air , which does not even show up on a scale .",human,0.0
14,"It 's interesting that this is such a common question here , yet I 've never seen anyone ask , " How do sitcoms afford to pay the actors , " even though it 's essentially the same question . And the answer is the same , to : advertisers . Companies pay the show to be allowed to air commercials for their product in its time slot . The more popular the show , the more it can charge advertisers .",human,0.0
15,"A girl I dated in middle school had really bad narcolepsy , but the teachers always just assumed she just stayed up late and wanted to sleep , so they 'd make her stand up against a wall . This did n't stop her narcolepsy , of course , so they made her stand up away from any support . Within thirty or so minutes , she had collapsed onto the floor , still asleep . After that , the teacher just kinda left her alone .",human,0.0
16,"I 'm a Republican . There is no monolithic reason , but here are a few of the biggies : ( 1 ) It 's further government intervention into a market which is already malfunctioning , largely due to other government intervention . ( 2 ) It is having a number of economically destructive unintended ( but foreseeable ) consequences , such as employers reclassifying individuals as part - time workers in order to avoid paying for health insurance . ( 3 ) It 's going to be very expensive , further increasing federal debt and/or taxes . ( The expense comes , in part , from subsidies and in part from the federal back - stop of insurance company losses . ) ( 4 ) By requiring individuals to buy health insurance , it 's an impingement on individual freedom . ( 5 ) The whole mess with forcing employers to pay for contraception when they have a moral and/or religious opposition to it . ( 6 ) The underlying premise that the Federal Government has enough knowledge to restructure such a large part of the US economy . ( This may be a re - statement of # 1 ) . ( 7 ) Republicans generally want to shrink the size of the federal government , not grow it . ( 8) The fact that the President has been using dubious authority and reasoning to waive obligations of the ACA after its enactment .",human,0.0
17,"The network is deployed out in segments . Think of it like this - each floor of each building gets its own network , and then the buildings have routers that connect all of those networks together , and then those routers connect to the campus ' data center where there are bigger routers that handle connecting not only the buildings to each other but the entire campus to the Internet at large . As far as the WiFi goes - when you 're deploying a campus - wide network , there will be centralized management of the access points in order to handle things like channel assignments and client management . Every access point is given the same name and to a user looks like seamless coverage , but there will be dozens if not hundreds or thousands of access points blanketing the campus with the same SSID . However , those access points are all going to be working on different channels so as to not overlap signals with each other ( either in the general 1 - 6 - 11 configuration to eliminate channel overlap or in a 1 - 4 - 8 - 11 configuration to simply minimize it ) . As well , the central management of the access points will work to try and prevent a single access point from getting overloaded . Throw 200 people into a lecture hall with one access point and the amount of effective bandwidth for users is going to be quite minimal . But if you have ten access points in and around the lecture hall , the server can force clients to disconnect from one access point and reconnect to another access point with a decent signal strength so that you have people on the edges of the hall connecting to access points in other rooms so that each access point gets 20 users competing for the bandwidth instead of 200 . Access points can be connected in two ways - wired or mesh . If an access point is wired , as most access points in a campus - level network should be , it will have its own dedicated bandwidth that it can serve of either 100 Mbps or 1 Gbps . If the access point is connected in a mesh configuration , bandwidth management becomes more complex because the access point needs to use its radios for both serving clients and getting their traffic upstream . Why does it work better in some places rather than others ? There are a lot of reasons for that . It could be that other users are causing bandwidth congestion - a couple of people connected to the same access point are watching Netflix , so you go to download a file and find that the pool of bandwidth you 're sharing is mostly going to serve them instead of you because their usage is more constant than yours . It could be that there are too many users connected to the access point - wireless bandwidth is a shared pool among the users , so the more users there are the more contention there is to try and use the same bandwidth and the more overhead increases trying to separate everyone 's traffic . And it could be that you 're getting a bad signal - your radio might indicate that you 're getting a good signal power , but the wall between you and the access point might be scattering that signal to hell and back in a way that causes both your device and the access point to have to constantly resend data to ensure it 's being received properly .",human,0.0
18,"For the sake of doing this like an ELI5 we will focus on the .coms rather than going into detail on all of the different structures for obscure TLD ( Top level domains ) like .ms , .tv , ... Essentially the companies you buy a domain from ( eg Godaddy - Registrar ) need to speculate on how many domains they will sell per year , and pay that number multiplied by a registration fee ( 7 - 10 $ ) to the larger body ( eg Verisign - Registry ) . So it takes the financial power of a large company to pay the up front cost to the registry . Additionally the Registrars need to follow specific rules and regulations laid out by ICANN ( the regulating body of the industry ) and other financial / procedural standards . Bonus fact : At the origin of the .com , there was only one company ( Network Solutions ) who was both the sole registrar , and the registry . This was later broken up , Verisign essentially purchasing the Registry power , and allowing other companies to set up Registrar functions . Source : Worked for a Domain registrar for a few years .",human,0.0
19,"Drying is when the solvents in the paint evaporate out . When the lid is closed the air in the can gets saturated with the solvent . As more evaporates out then more in the air in the can goes back into the solutions . It remains a steady state until you open the the can again .",human,0.0
20,"The cost of developing a system that covers more is n't worth it at this point . The unwiped portions are outside the main viewing area so they 're not a danger . For years Mercedes had an articulating single wiper system that covered a good percentage more than the traditional dual wipers . I can only guess , but I suspect the extra expense of that system just was n't worth it .",human,0.0
21,"Inflammatory bowel disease (IBD) is a group of chronic diseases that cause inflammation in the digestive tract. The two main types of IBD are Crohn's disease and ulcerative colitis.



Crohn's disease can affect any part of the digestive tract, from the mouth to the anus, but it most commonly affects the small intestine and colon. Ulcerative colitis only affects the colon, also known as the large intestine.



Symptoms of IBD may include abdominal pain, diarrhea, rectal bleeding, weight loss, and fatigue. The severity of symptoms can vary widely from person to person and may come and go in cycles.



The exact cause of IBD is unknown, but it is thought to be a combination of genetic, environmental, and immune system factors. IBD is not the same as irritable bowel syndrome (IBS), which is a common gastrointestinal disorder that does not involve inflammation.



Treatment for IBD may include medications to reduce inflammation, such as corticosteroids or immune system suppressors, as well as dietary changes and surgery. It is important for people with IBD to work with a healthcare team to develop a treatment plan that is appropriate for their individual needs.",ai,1.0
22,"why is it not possible for an overweight person to stop eating for a while and just live off their bodyfat for a while ? I mean , is n't the whole reason your body stores fat to use it for energy ? Explain like I'm five.
This content may violate our content policy. If you believe this to be in error, please submit your feedback — your input will aid our research in this area.
Sure! When you eat food, your body breaks it down into energy that it can use to keep you going. Some of this energy is used right away, and some of it is stored in your body for later use. When you're trying to lose weight, your body uses the stored energy (also known as fat) to help you do things like walk, run, and play.

However, it's not a good idea to stop eating completely, because your body needs food to stay healthy and strong. Without enough food, your body will start to use up the stored energy very quickly, and you might start to feel tired, weak, or sick.

It's much better to try to eat healthy foods in the right amounts, and to get plenty of exercise, so that your body can use the stored energy in a healthy way. This will help you lose weight slowly and safely, and it will also help you feel better overall.",ai,0.05
23,"Sure! The Berlin Wall was a wall that was built in the city of Berlin, which is the capital of Germany. It was built in the year 1961, during the time when Germany was divided into two parts: West Germany and East Germany. West Germany was a democratic country that was supported by the United States and other Western countries. East Germany, on the other hand, was a communist country that was controlled by the Soviet Union (a country in Europe that was led by a group of people called communists). During this time, many people who lived in East Germany wanted to leave and go to West Germany because they did not like living under communist rule. However, the government of East Germany did not want people to leave, so they built the Berlin Wall to keep people from crossing over from East Germany to West Germany. The Berlin Wall was made of concrete and was very tall, so it was very difficult for people to climb over it or dig under it. It also had guards who watched over it to make sure no one tried to escape. The Berlin Wall stood for almost 30 years, until it was finally torn down in the year 1989.",ai,0.9
24,"Insider trading is illegal because it involves buying or selling a company's stock based on information that is not publicly available. This is unfair to other investors who don't have access to this information and can't make informed decisions about whether to buy or sell the stock. 
Imagine that you and your friend both want to buy a toy at the store, but your friend knows that the store is about to have a big sale and the toy will be much cheaper tomorrow. If your friend buys the toy today and sells it to you tomorrow at the sale price, they will make a profit while you will have paid full price. This isn't fair, because your friend had access to information that you didn't have, and they used that information to their advantage. 
In the stock market, insider trading is illegal because it's similar to this situation. When someone has inside information about a company and they buy or sell the company's stock based on that information, they have an unfair advantage over other investors. This can harm the integrity of the stock market and undermine public trust in it. That's why insider trading is illegal.",ai,0.95
25,"Good Friday is a Christian holiday commemorating the Crucifixion of Jesus Christ and his death at Calvary. It is observed during Holy Week, the week before Easter Sunday, and is a time of fasting, repentance, and prayer for many Christians.\n\nIn the Christian tradition, Good Friday is considered a day of great significance because it marks the day that Jesus, the Son of God, willingly gave up his life for the salvation of humanity. Christians believe that through his death and resurrection, Jesus conquered death and made it possible for all people to have eternal life.\n\nGood Friday is observed in many different ways by Christians around the world. Some may attend church services, participate in prayer vigils, or engage in other forms of devotion and reflection. Many Christian denominations also observe Good Friday as a day of fasting, in which believers abstain from certain foods or activities as a way of remembering Jesus' sacrifice and demonstrating their own devotion to God.\n\nRegardless of how it is observed, Good Friday is an important holiday for many Christians, as it serves as a reminder of the great love and sacrifice of Jesus for humanity.",ai,0.95
26,"A Jägerbomb is a type of cocktail made by dropping a shot glass filled with Jägermeister, a German liqueur, into a glass of energy drink, usually Red Bull. The shot glass is typically consumed immediately after being dropped into the energy drink. Jägerbombs are often consumed quickly, and are often associated with partying and high-energy social situations. It is important to note that Jägerbombs and other cocktails made with energy drinks can be dangerous if consumed in excess, as the combination of alcohol and caffeine can lead to overstimulation and increase the risk of alcohol-related accidents. It is always important to drink responsibly and in moderation.",ai,1.0
27,"I'm sorry, but I don't have access to external sources of information, so I am unable to provide information about the sales or market performance of specific products. However, in general, the demand for a product can change for many reasons. For example, there may be new competing products that are released that offer similar or improved features, or there may be changes in consumer preferences or economic conditions that affect the demand for the product. Additionally, a product's popularity may naturally decline over time as it becomes older and newer versions are released.",ai,0.92
28,"Headaches and congestion are common symptoms of sinus infections. It is possible that you may have a sinus infection, and it is important to see a doctor to determine the cause of your symptoms and receive appropriate treatment.

In the meantime, there are some things you can do to help alleviate your symptoms:

Use over-the-counter pain medication, such as acetaminophen (Tylenol) or ibuprofen (Advil) to help with the headache.

Try using a saline nasal spray to help moisten your nasal passages and reduce congestion.

Drink plenty of fluids, such as water and clear soups, to help thin out mucus and promote sinus drainage.

Use a humidifier to add moisture to the air and help reduce congestion.

If your symptoms persist or worsen, it is important to see a doctor for further evaluation and treatment. A deviated septum could cause these symptoms, and a doctor will be able to determine the cause of your symptoms and recommend the appropriate treatment.",ai,0.56
29,"Brad Pitt has been in a number of high-profile relationships throughout his career. He was married to actress Jennifer Aniston from 2000 to 2005, and he was married to actress Angelina Jolie from 2014 to 2019. Prior to his marriage to Aniston, Pitt was in a relationship with actress Gwyneth Paltrow from 1994 to 1997. He has also been linked to a number of other celebrities, including Juliette Lewis, Thandie Newton, and Christina Applegate.",ai,0.29
30,"In logic, a quantifier is a symbol or word that specifies the quantity or extent of the elements in the domain of a logical statement. There are two types of quantifiers: universal quantifiers and existential quantifiers.



A universal quantifier is a symbol or word that specifies that a particular statement holds for all elements in the domain of the statement. For example, the statement "For all x, x is a number" is a universal statement because it asserts that the property of being a number holds for every element in the domain of x. In symbolic logic, the universal quantifier is usually represented by the symbol "∀".



An existential quantifier is a symbol or word that specifies that there exists at least one element in the domain of a logical statement that satisfies a particular condition. For example, the statement "There exists an x such that x is a prime number" is an existential statement because it asserts that there is at least one element in the domain of x that is a prime number. In symbolic logic, the existential quantifier is usually represented by the symbol "∃".



Quantifiers play a crucial role in formal logic and are used to make more complex statements about the relationships between different elements in a logical domain. They are used to specify the extent to which a particular property holds for a given set of elements, and can be combined with other logical operators to form more complex statements.",ai,1.0
